Ticker,Close,Date,Buy/Sell
TDG,1259.2099609375,2024-12-03 15:30:00-05:00,Buy
TDG,1313.2049560546875,2024-12-04 13:30:00-05:00,Sell
TDG,1286.5999755859375,2024-12-06 09:30:00-05:00,Buy
TDG,1292.47998046875,2024-12-20 11:30:00-05:00,Sell
