Ticker,Close,Date,Buy/Sell,Percent Change
VOO,450.6377258300781,2024-04-19 00:00:00-04:00,Buy,
VOO,476.3233642578125,2024-05-14 00:00:00-04:00,Sell,
VOO,472.2126159667969,2024-08-05 00:00:00-04:00,Buy,
VOO,511.116455078125,2024-08-19 00:00:00-04:00,Sell,
VOO,521.0023803710938,2024-10-31 00:00:00-04:00,Buy,
VOO,553.2391967773438,2024-12-02 00:00:00-05:00,Sell,
