Datetime,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Sector,Percent Change,SMA_20,SMA_50,Buy RSI,Sell RSI,Price Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI,Middle Band,Standard Deviation,Upper Band,Lower Band,EMA_20,EMA_50,MACD,MACD Line,MFM,MFV,CMF,Low_min,High_max,%K,%D,Signal,SMA_Signal,RSI_Signal,BB_Signal,CMF_Signal,STO_Signal,Total Percent Change
2025-01-02 09:30:00-05:00,TDG,1271.8599853515625,1272.0450439453125,1253.4200439453125,1259.6800537109375,47273,0.0,0.0,industrials,,,,25,90,,0.0,-0.0,,,,,,,,,1259.6800537109375,1259.6800537109375,0.0,0.0,-0.32778418624161076,-15495.341836199666,,,,,,0,0,0,0,0,0,
2025-01-02 10:30:00-05:00,TDG,1259.5899658203125,1261.2850341796875,1255.449951171875,1258.97998046875,29152,0.0,0.0,industrials,-0.05557548046626337,,,25,90,-0.7000732421875,0.0,0.7000732421875,,,,,,,,,1259.6133800688244,1259.652599858303,-0.06986177884618883,-0.013972355769237766,0.2099328465931675,6119.962343884019,,,,,,0,0,0,0,0,0,
2025-01-02 11:30:00-05:00,TDG,1259.35498046875,1264.5699462890625,1255.719970703125,1256.550048828125,32670,0.0,0.0,industrials,-0.19300796504486684,,,25,90,-2.429931640625,0.0,2.429931640625,,,,,,,,,1259.321634236377,1259.530931190453,-0.36768726011518993,-0.0847153366384282,-0.8124112056718024,-26541.474089297782,-0.32922547854267775,,,,,0,0,0,0,1,0,
2025-01-02 12:30:00-05:00,TDG,1255.0,1255.0,1245.3349609375,1251.135009765625,37732,0.0,0.0,industrials,-0.4309449565936596,,,25,90,-5.4150390625,0.0,5.4150390625,,,,,,,,,1258.541955715353,1259.2016793698715,-1.143391909279444,-0.2964506511666314,0.20021218551076084,7554.406183692028,-0.12924749946483047,,,,,0,0,0,0,1,0,
2025-01-02 13:30:00-05:00,TDG,1249.010009765625,1253.364990234375,1247.550048828125,1252.0899658203125,17003,0.0,0.0,industrials,0.07632717870043049,,,25,90,0.9549560546875,0.9549560546875,-0.0,,,,,,,,,1257.927480487254,1258.9227886424378,-1.6594726403939148,-0.5690550490120881,0.5614661180619699,9546.608405407675,-0.10800823179678597,,,,,0,0,0,0,1,0,
2025-01-02 14:30:00-05:00,TDG,1252.0899658203125,1254.0400390625,1250.0999755859375,1253.25,22466,0.0,0.0,industrials,0.09264782973701369,,,25,90,1.1600341796875,1.1600341796875,-0.0,,,,,,,,,1257.4820061551345,1258.7003263427346,-1.9429893769690807,-0.8438419146034868,0.5989714037859777,13456.491557455774,0.39581749130912136,,,,,0,0,0,0,-1,0,
2025-01-02 15:30:00-05:00,TDG,1253.3699951171875,1255.52001953125,1249.780029296875,1254.4100341796875,60937,0.0,0.0,industrials,0.09256207298524721,,,25,90,1.1600341796875,1.1600341796875,-0.0,,,,,,,,,1257.1894373955681,1258.5320795912426,-2.038000490167633,-1.0826736297163162,0.6132448641061631,37369.30228403726,0.6012828142431798,,,,,0,0,0,0,-1,0,
2025-01-03 09:30:00-05:00,TDG,1256.9000244140625,1279.9599609375,1256.9000244140625,1274.780029296875,26063,0.0,0.0,industrials,1.6238705496730343,,,25,90,20.3699951171875,20.3699951171875,-0.0,,,,,,,,,1258.8647318623593,1259.1692540895028,-0.06433627186379454,-0.879006158145812,0.5507418994531701,14353.986125447973,0.5954340157395082,,,,,0,0,0,0,-1,0,
2025-01-03 10:30:00-05:00,TDG,1275.1949462890625,1279.56005859375,1274.5999755859375,1276.675048828125,12008,0.0,0.0,industrials,0.1486546296379565,,,25,90,1.89501953125,1.89501953125,-0.0,,,,,,,,,1260.5609525257657,1259.8557558439586,1.7050587523242484,-0.36219317605179985,-0.16329092117244604,-1960.797381438732,0.5026108095108123,,,,,0,0,0,0,-1,0,
2025-01-03 11:30:00-05:00,TDG,1276.7900390625,1277.800048828125,1274.837646484375,1275.0,9292,0.0,0.0,industrials,-0.1312040076026033,,,25,90,-1.675048828125,0.0,1.675048828125,2.55400390625,1.02200927734375,2.4990026635452627,71.42042758587732,,,,,1261.9360999042642,1260.4496477716466,2.9399745642849666,0.2982403720155535,-0.8903906378770398,-8273.509807153454,0.08698095426505474,,,,,0,0,0,0,1,0,
2025-01-03 12:30:00-05:00,TDG,1275.0,1280.2099609375,1274.300048828125,1279.800048828125,14626,0.0,0.0,industrials,0.37647441789214753,,,25,90,4.800048828125,4.800048828125,-0.0,3.0340087890625,1.02200927734375,2.9686704967571638,74.80264484499006,,,,,1263.6374283732034,1261.2084870287633,4.382978791099504,1.1151880558323435,0.8612797951005907,12597.07828314124,0.0657677196055518,,,,,0,0,0,0,1,0,
2025-01-03 13:30:00-05:00,TDG,1280.9649658203125,1282.2449951171875,1274.9200439453125,1279.93994140625,14038,0.0,0.0,industrials,0.010930815188903154,,,25,90,0.139892578125,0.139892578125,-0.0,3.047998046875,0.952001953125,3.201672052110581,76.199951171875,,,,,1265.190048662065,1261.943053867096,5.515493460349262,1.9952491367357272,0.37062960370629605,5202.898376828984,0.2509871127836645,,,,,0,0,0,0,-1,0,
2025-01-03 14:30:00-05:00,TDG,1279.7149658203125,1280.8399658203125,1276.405029296875,1279.0,21630,0.0,0.0,industrials,-0.07343636805468012,,,25,90,-0.93994140625,0.0,0.93994140625,3.047998046875,0.8030029296875,3.795749597154237,79.14820238751847,,,,,1266.5052821228207,1262.6119537154455,6.2823104797250835,2.8526614053335986,0.17024029066086813,3682.2974869945774,0.42713393539914907,,,,,0,0,0,0,-1,0,
2025-01-03 15:30:00-05:00,TDG,1278.4649658203125,1278.4649658203125,1274.89501953125,1274.989990234375,47628,0.0,0.0,industrials,-0.313526955873733,,,25,90,-4.010009765625,0.0,4.010009765625,3.047998046875,0.6625,4.600751768867925,82.14525404324196,,,,,1267.3133495620164,1263.0973669122661,6.443671897169679,3.5708635037008145,-0.9467943238160369,-45093.92005471021,-0.43469943563780544,1245.3349609375,1282.2449951171875,80.3440851680243,,0,0,0,0,1,0,
2025-01-06 09:30:00-05:00,TDG,1276.6199951171875,1276.8399658203125,1252.7950439453125,1259.1650390625,67087,0.0,0.0,industrials,-1.2411823852017778,,,25,90,-15.824951171875,0.0,15.824951171875,2.95250244140625,2.2449951171875,1.3151487140449134,56.80623046228208,,,,,1266.5373199906337,1262.9431579769812,4.940037389638292,3.84469828088831,-0.47015880107221186,-31541.54348753148,-0.5350630096831355,1245.3349609375,1282.2449951171875,37.469697420684135,,0,0,0,0,1,0,
2025-01-06 10:30:00-05:00,TDG,1258.030029296875,1260.6600341796875,1254.2900390625,1255.4599609375,25712,0.0,0.0,industrials,-0.2942488085405093,,,25,90,-3.705078125,0.0,3.705078125,2.8364990234375,2.6155029296875,1.0844946840783711,52.026742613539675,,,,,1265.4823334141447,1262.6496992695504,3.3256856537586827,3.7408957554623847,-0.6326773087020677,-16267.398961347566,-0.6615740740996336,1245.3349609375,1282.2449951171875,27.431564952524578,48.415115847077665,0,0,0,0,1,0,
2025-01-06 11:30:00-05:00,TDG,1256.2099609375,1262.5860595703125,1256.2099609375,1259.9000244140625,25466,0.0,0.0,industrials,0.3536603009821837,,,25,90,4.4400634765625,4.4400634765625,-0.0,3.164501953125,2.6155029296875,1.209901895809803,54.74912248837376,,,,,1264.9506849379463,1262.5418688830607,2.44895984491518,3.482508573352944,0.1574675013880114,4010.0673903470984,-0.3703451998353861,1245.3349609375,1282.2449951171875,39.460986152589406,34.78741617526604,0,0,0,0,1,1,
2025-01-06 12:30:00-05:00,TDG,1259.0899658203125,1260.1400146484375,1256.31005859375,1259.300048828125,17248,0.0,0.0,industrials,-0.04762088850792656,,,25,90,-0.5999755859375,0.0,0.5999755859375,1.12750244140625,2.67550048828125,0.4214173932483791,29.647687952186217,,,,,1264.4125291179635,1262.414738684828,1.6669762609039935,3.119402110863154,0.5613705179282868,9682.518693227092,-0.03762915964360578,1247.550048828125,1282.2449951171875,33.86660380478571,33.586384969966566,0,0,0,0,1,1,
2025-01-06 13:30:00-05:00,TDG,1258.300048828125,1258.300048828125,1250.0150146484375,1254.6400146484375,35436,0.0,0.0,industrials,-0.37004955125857775,,,25,90,-4.6600341796875,0.0,4.6600341796875,0.93800048828125,3.14150390625,0.2985832633902204,22.993001050291298,,,,,1263.481813454199,1262.109847546146,0.5621670602536142,2.607955100741246,0.11647095224764627,4127.2646638475935,0.22802112280770045,1249.780029296875,1282.2449951171875,14.969938297368332,29.432509418247818,1,0,1,0,-1,0,7.773704327649233
2025-01-06 14:30:00-05:00,TDG,1254.760009765625,1254.760009765625,1248.3900146484375,1250.77001953125,46562,0.0,0.0,industrials,-0.3084546222026807,1263.2757629394532,,25,90,-3.8699951171875,0.0,3.8699951171875,0.93800048828125,3.36099853515625,0.2790838729828971,21.819043995297775,1263.2757629394532,10.879676778978505,1277.9633265910743,1251.308118482577,1262.271166413918,1261.665148408307,-0.7130096052694626,1.9437621595391044,-0.2527451468869172,-11768.319529348639,0.02056973407216467,1248.3900146484375,1282.2449951171875,7.029999278863489,18.622180460339177,1,0,1,0,1,0,7.773704327649233
