Datetime,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Sector,Percent Change,SMA_20,SMA_50,Buy RSI,Sell RSI,Price Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI,Middle Band,Standard Deviation,Upper Band,Lower Band,EMA_20,EMA_50,MACD,MACD Line,MFM,MFV,CMF,Low_min,High_max,%K,%D,Signal,SMA_Signal,RSI_Signal,BB_Signal,CMF_Signal,STO_Signal,Total Percent Change
2024-01-04 10:30:00-05:00,VOO,431.6889953613281,432.7799987792969,431.5650024414063,432.5,544770,0.0,0.0,0.0,,0.18127431517414028,,,25,90,0.7825927734375,0.7825927734375,-0.0,0.4731445312500114,0.49714355468751137,0.9517261700142426,48.76330422967569,,,,,432.5656109963635,433.06046378829757,-0.6732565608867844,-0.5014661565204207,0.5390952703890474,293682.9304498413,0.3937907033269909,430.1900024414063,435.2699890136719,45.47251308114152,28.63266181376919,0,0,0,0,-1,1,
2024-01-04 11:30:00-05:00,VOO,432.510009765625,432.6499938964844,431.2300109863281,431.5499877929688,370254,0.0,0.0,0.0,,-0.21965600162571208,,,25,90,-0.9500122070311932,0.0,0.9500122070311932,0.3151428222656307,0.5921447753906307,0.5322056959089688,34.73461150353198,,,,,432.46888497699257,433.0012294355396,-0.7053859981432993,-0.5422501248449965,-0.5493230174080437,-203389.0444873978,0.38932207587312595,430.1900024414063,435.2699890136719,26.77143595196502,34.10368394598898,0,0,0,0,-1,0,
2024-01-04 12:30:00-05:00,VOO,431.5199890136719,431.5199890136719,430.6799926757813,431.25,259943,0.0,0.0,0.0,,-0.06951403115615928,,,25,90,-0.29998779296880684,0.0,0.29998779296880684,0.3151428222656307,0.33714294433594316,0.9347454175152761,48.31361320476655,,,,,432.3528006934695,432.9325537714008,-0.7551733233277105,-0.5848347645415393,0.3571662125340164,92842.85678472983,0.1558654351544965,430.1900024414063,434.6099853515625,23.981937942747273,32.07529565861794,0,0,0,0,-1,0,
2024-01-04 13:30:00-05:00,VOO,431.3302001953125,431.4100036621094,430.5499877929688,430.5989990234375,330372,0.0,0.0,0.0,,-0.1509567481884022,,,25,90,-0.6510009765625,0.0,0.6510009765625,0.2990020751953125,0.4022430419921932,0.743336848574041,42.63873898965951,,,,,432.1857719629902,432.8410418205003,-0.8537086118467982,-0.6386095340025911,-0.8860224974274693,-292717.0245201079,-0.4198170170209281,430.1900024414063,434.3500061035156,9.831639951581499,20.195004615431262,0,0,0,0,1,0,
2024-01-04 14:30:00-05:00,VOO,430.5700073242188,431.010009765625,430.1300048828125,430.30999755859375,486634,0.0,0.0,0.0,,-0.06711614878325278,432.34488677978516,,25,90,-0.28900146484375,0.0,0.28900146484375,0.2990020751953125,0.420001220703125,0.7119076337319984,41.58563345967582,432.34488677978516,1.3547236001254208,434.1737636399545,430.8546908196472,432.00712678161915,432.74178518277853,-0.9543184287801978,-0.7017513129581125,-0.5909280066583438,-287565.65959217644,-0.4526118017915004,430.1300048828125,434.3500061035156,4.265228050129808,12.692935314819527,0,0,0,0,1,0,
2024-01-04 15:30:00-05:00,VOO,430.30999755859375,430.6900024414063,429.2099914550781,429.4400024414063,648722,0.0,0.0,0.0,,-0.20217869027525648,432.1403869628906,,25,90,-0.8699951171874432,0.0,0.8699951171874432,0.2290008544921875,0.5070007324218693,0.45167756148651594,31.114179447948402,432.1403869628906,1.4701898138778513,434.1251432116257,430.52317816762496,431.7626387492179,432.6123035066463,-1.1137306354937664,-0.7841471774652433,-0.6891766501020032,-447084.05480747175,-0.7009259145760716,429.2099914550781,433.0,6.068877776974066,6.721915259561791,0,-2,0,0,1,0,
2024-01-05 09:30:00-05:00,VOO,429.5899963378906,432.2900085449219,429.2799987792969,431.4400024414063,1341862,0.0,0.0,0.0,,0.4657227991406998,432.0098876953125,,25,90,2.0,2.0,-0.0,0.3730010986328125,0.5070007324218693,0.7357013013591521,42.38640028575518,432.0098876953125,1.4062092690467152,433.90827020852555,430.4630574993611,431.7319114818073,432.56633091585263,-1.0324806917157616,-0.833813880315347,0.4352137237408116,583996.7577662929,-0.060815381057846035,429.2099914550781,433.0,58.8392073499705,23.05777105902479,0,-2,0,0,1,1,
2024-01-05 10:30:00-05:00,VOO,431.4500122070313,432.2999877929688,431.0400085449219,431.1199951171875,930156,0.0,0.0,0.0,,-0.07417191785832333,431.83288726806643,,25,90,-0.32000732421880684,0.0,0.32000732421880684,0.3730010986328125,0.3850006103515625,0.9688324865049105,49.20847726485816,431.83288726806643,1.2714119129809915,433.54929335059074,430.43433416378736,431.67363373279585,432.50961186492464,-0.9907950377471479,-0.8652101118017073,-0.8730350957928703,-812058.8325623131,-0.23115584735494835,429.2099914550781,433.0,50.39576136757093,38.43461549817183,0,-2,0,0,1,1,
2024-01-05 11:30:00-05:00,VOO,431.1000061035156,431.6788024902344,429.3800048828125,429.4800109863281,841984,0.0,0.0,0.0,,-0.3804008511397394,431.58888854980466,,25,90,-1.639984130859375,0.0,1.639984130859375,0.3730010986328125,0.5019989013671875,0.7430317030912794,42.628696986607146,431.58888854980466,1.2284429892780262,433.24728658533,430.23760126159885,431.4647172807513,432.3908039873327,-1.1128471819308743,-0.9147375258275408,-0.9129926852257491,-768725.2330771171,-0.3200984803070574,429.2099914550781,433.0,7.124509827604254,38.7864928483819,0,-2,0,0,1,0,
2024-01-05 12:30:00-05:00,VOO,429.5,429.9800109863281,428.8599853515625,429.9299926757813,594001,0.0,0.0,0.0,,0.10477360481102593,431.40138854980466,,25,90,0.44998168945318184,0.44998168945318184,-0.0,0.32325744628906816,0.5019989013671875,0.6439405453053397,39.170549515568794,431.40138854980466,1.177608312939862,432.9911597722735,430.1060194055708,431.31855303265894,432.2943015829581,-1.1563805825321651,-0.9630661371684657,0.9106836325986682,540946.9884472415,-0.4394653899290823,428.8599853515625,433.0,25.845496093175484,27.78858909611689,0,-2,0,0,1,0,
2024-01-05 13:30:00-05:00,VOO,429.9299926757813,430.95989990234375,429.9299926757813,430.2500915527344,625025,0.0,0.0,0.0,,0.07445372093275449,431.27689361572266,,25,90,0.32009887695306816,0.32009887695306816,-0.0,0.277008056640625,0.5019989013671875,0.5518100854129305,35.55912483105793,431.27689361572266,1.1601296653637592,432.8430686639637,430.0007509838225,431.21679479647565,432.2141364837337,-1.1496655946062901,-1.0003860286560307,-0.37839279364710704,-236504.95584928308,-0.22526974661896776,428.8599853515625,433.0,33.57732566710895,22.182443862629565,0,-2,0,0,1,1,
2024-01-05 14:30:00-05:00,VOO,430.25,430.5199890136719,428.7000122070313,429.1000061035156,660785,0.0,0.0,0.0,,-0.26730626484429143,431.0158935546875,,25,90,-1.15008544921875,0.0,1.15008544921875,0.277008056640625,0.5220062255859432,0.5306604462996358,34.668724051928365,431.0158935546875,1.0179440975614256,432.39011808639543,429.89615504737,431.01519587333655,432.09201372372513,-1.2494996254432635,-1.0502087480134772,-0.5604406660295271,-370330.7855023211,-0.035050732708959934,428.7000122070313,432.7799987792969,9.803804238066556,23.075541999450333,0,-2,0,0,1,0,
2024-01-05 15:30:00-05:00,VOO,429.05999755859375,430.3399963378906,428.6400146484375,430.0299987792969,656844,0.0,0.0,0.0,,0.21673098637917665,430.9438934326172,,25,90,0.92999267578125,0.92999267578125,-0.0,0.37000732421875,0.4920074462890625,0.7520360250835809,42.92354805020091,430.9438934326172,1.0349189623420698,432.341034031779,429.8054825740409,430.92136757866615,432.0111503925711,-1.226211589960883,-1.0854093164029583,0.6352930616641235,417288.4357957095,-0.09757131509568598,428.6400146484375,432.7799987792969,33.57462461023596,25.651918171803818,0,-2,0,0,1,1,
2024-01-08 09:30:00-05:00,VOO,430.6600036621094,431.9100036621094,430.3699951171875,431.860107421875,1609246,0.0,0.0,0.0,,0.42557697085625623,430.9553283691406,,25,90,1.830108642578125,1.830108642578125,-0.0,0.5530181884765625,0.4269073486328125,1.2954056430455576,56.434715448673636,430.9553283691406,1.0441376094342523,432.36491414187685,429.8067769987629,431.01077137325746,432.0052271388183,-1.0147439083302174,-1.0712762347884102,0.9352000475595981,1504966.935735093,0.5302326153417831,428.6400146484375,432.7799987792969,77.78031682380086,40.386248557367786,0,-2,0,0,-1,1,
2024-01-08 10:30:00-05:00,VOO,431.8800048828125,432.6000061035156,431.8800048828125,432.260009765625,761958,0.0,0.0,0.0,,0.09259997320367752,430.9923294067383,,25,90,0.39990234375,0.39990234375,-0.0,0.5930084228515625,0.3980072021484375,1.4899439498846028,59.83845338983051,430.9923294067383,1.0777709445266197,432.44732018184925,429.806781367759,431.1297464582448,432.0152186143794,-0.7971361213009232,-1.0164482120909129,0.05556732929258679,42339.97109312085,0.6487992735332871,428.6400146484375,432.6499938964844,90.27465962450248,67.20986701951308,0,-2,0,0,-1,1,
2024-01-08 11:30:00-05:00,VOO,432.2950134277344,433.05999755859375,432.260009765625,432.5899963378906,921313,0.0,0.0,0.0,,0.07633983362109742,431.01082916259764,,25,90,0.329986572265625,0.329986572265625,-0.0,0.626007080078125,0.3110076904296932,2.012834728341359,66.8086672463934,431.01082916259764,1.1028367892133788,432.4996588280357,429.7977086944629,431.26881787535393,432.03775891726224,-0.5834003667058596,-0.9298386430139023,-0.17502098115510795,-161249.10521095595,0.42097210177419214,428.6400146484375,433.05999755859375,89.36644710496154,85.80714118442161,0,-2,0,-1,-1,1,
2024-01-08 12:30:00-05:00,VOO,432.5799865722656,433.489990234375,432.5400085449219,433.1700134277344,551703,0.0,0.0,0.0,,0.1340800977262413,431.0303298950195,,25,90,0.58001708984375,0.58001708984375,-0.0,0.4840087890625,0.3110076904296932,1.5562598738114346,60.880346703209796,431.0303298950195,1.1386335456906571,432.5674851817019,429.7778329947598,431.44988411843775,432.08216105492784,-0.34959020600228996,-0.8137889556115798,0.32635163352500884,180049.17527064795,0.02735604134670597,428.6400146484375,433.489990234375,93.40250685862425,91.01453786269609,0,-2,0,-1,1,1,
2024-01-08 13:30:00-05:00,VOO,433.1900024414063,434.6799926757813,433.1798095703125,434.6400146484375,695871,0.0,0.0,0.0,,0.3393589526363483,431.20033111572263,,25,90,1.470001220703125,1.470001220703125,-0.0,0.6310089111328125,0.2790069580078125,2.2616242821985235,69.34042938489708,431.20033111572263,1.396256252616019,433.08527705675425,429.664449237845,431.7537060736758,432.18246903898705,-0.012843155506175208,-0.653599795590499,0.9467024695877858,658782.7942145221,0.312410404172377,428.6400146484375,434.6799926757813,99.33810972220726,94.03568789526435,0,-2,0,-1,-1,1,
2024-01-08 14:30:00-05:00,VOO,434.6799926757813,435.5799865722656,434.6799926757813,435.2699890136719,858745,0.0,0.0,0.0,,0.14494163997853526,431.42533111572266,,25,90,0.629974365234375,0.629974365234375,-0.0,0.69400634765625,0.115008544921875,6.034389428434963,85.78412511599484,431.42533111572266,1.6607785114527267,433.6673821061838,429.59847475312466,432.0885901631992,432.30354825368056,0.31966777296423743,-0.4589462818795517,0.3111118646366253,267165.75819737883,0.5250855771051531,428.6400146484375,435.5799865722656,95.53315831827236,96.09125829970128,0,-2,0,-1,-1,0,
2024-01-08 15:30:00-05:00,VOO,435.2749938964844,436.2699890136719,435.2001037597656,436.0799865722656,1479517,0.0,0.0,0.0,,0.18609083535237048,431.6434600830078,,25,90,0.80999755859375,0.80999755859375,-0.0,0.7300079345703068,0.115008544921875,6.347423446372608,86.38978674226684,431.6434600830078,1.9605909964946677,434.29025792827565,429.4868099868637,432.4687231545389,432.45164387401724,0.6639877712630664,-0.2343594712510281,0.6448171601346341,954017.9503109134,0.6196058322831643,428.6400146484375,436.2699890136719,97.50978925601655,97.4603524321654,0,-2,0,-1,-1,1,
2024-01-09 09:30:00-05:00,VOO,433.6199951171875,434.6199035644531,433.1632995605469,434.19378662109375,974303,0.0,0.0,0.0,,-0.4325353167426993,431.7281494140625,,25,90,-1.886199951171875,0.0,1.886199951171875,0.697998046875,0.3036285400390625,2.2988551958429237,69.6864536139641,431.7281494140625,2.034718178090122,434.47501895448414,429.4899594181634,432.6330149132584,432.519963197432,0.7458373567179706,-0.038320105657228376,0.41491724282421955,404255.1144353656,0.49068888397470173,428.6400146484375,436.2699890136719,72.7888680460285,88.61060520677246,0,-2,0,0,-1,0,
2024-01-09 10:30:00-05:00,VOO,434.1900024414063,434.9700012207031,433.9100036621094,434.9299926757813,485679,0.0,0.0,0.0,,0.16955702208838463,431.89714965820315,,25,90,0.7362060546875568,0.7362060546875568,-0.0,0.7716186523437557,0.1886199951171875,4.090863494426228,80.35696692526017,431.89714965820315,2.155901573279947,434.80761678213105,429.5256579275952,432.8517747001654,432.6144741573673,0.8786162165895348,0.14506715879212428,0.9245120055278322,449016.066332752,0.6148289661194071,428.6400146484375,436.2699890136719,82.4377347321611,84.24546401140203,0,-2,0,-1,-1,0,
2024-01-09 11:30:00-05:00,VOO,434.9400024414063,435.9150085449219,434.760009765625,435.8099060058594,678362,0.0,0.0,0.0,,0.202311485732376,432.1251449584961,,25,90,0.8799133300780682,0.8799133300780682,-0.0,0.7666107177734375,0.1886199951171875,4.064313103693756,80.25398549567106,432.1251449584961,2.3188193762825575,435.25555111647753,429.5744436445853,433.13350149118384,432.73978521024935,1.065396333071817,0.3291329936480628,0.8180040690147171,554902.8762649616,0.6585348554924181,428.6400146484375,436.2699890136719,93.97005827557106,83.06555368458687,0,-2,0,-1,-1,1,
2024-01-09 12:30:00-05:00,VOO,435.8299865722656,436.4299926757813,435.3800048828125,435.4100036621094,380724,0.0,0.0,0.0,,-0.09176072829896187,432.3656951904297,,25,90,-0.39990234375,0.0,0.39990234375,0.583599853515625,0.2286102294921875,2.5528160083298848,71.85331304364162,432.3656951904297,2.400278818262425,435.60607159508396,429.725388490341,433.35031122174814,432.8444996593419,1.1661311501474643,0.49653262494794315,-0.9428588036970327,-358968.97517874907,0.4175068488857298,428.6400146484375,436.4299926757813,86.90639421457107,87.77139574076774,0,-2,0,0,-1,0,
2024-01-09 13:30:00-05:00,VOO,435.4100036621094,436.1799926757813,434.8200073242188,435.2099914550781,706634,0.0,0.0,0.0,,-0.04593652083071387,432.6106948852539,,25,90,-0.20001220703125,0.0,0.20001220703125,0.543609619140625,0.2486114501953125,2.1865831952372186,68.61842485409966,432.6106948852539,2.429306389864172,435.89025851157055,429.9384578564033,433.5274236249224,432.9372640434885,1.2171036949209224,0.640646838942539,-0.4264877479580766,-301370.74329060747,-0.05971322871372304,428.6400146484375,436.4299926757813,84.33883617616348,88.40509622210186,0,-2,0,0,1,0,
2024-01-09 14:30:00-05:00,VOO,435.2099914550781,435.7799987792969,434.8800048828125,435.3699951171875,518205,0.0,0.0,0.0,,0.036764703304359436,432.90719451904295,,25,90,0.160003662109375,0.160003662109375,-0.0,0.526611328125,0.2486114501953125,2.118210274350948,67.93032181871862,432.90719451904295,2.3833994709083437,436.1247838047692,430.2854551010438,433.70290662418574,433.0326652620649,1.2637485821128962,0.7652671875766105,0.08887457190329252,46055.2475331457,-0.38259755047681776,428.6400146484375,436.4299926757813,86.39280425601868,85.87934488225108,0,-2,0,0,1,1,
2024-01-09 15:30:00-05:00,VOO,435.4023132324219,435.739990234375,434.6300048828125,435.4299926757813,2000538,0.0,0.0,0.0,,0.013780820742526068,433.10669403076173,,25,90,0.05999755859380684,0.05999755859380684,-0.0,0.47460937500000566,0.2486114501953125,1.9090406923218788,65.62440660801343,433.10669403076173,2.4208211369398356,436.3748025656305,430.4437907801279,433.867391010052,433.1266781018185,1.2965618254663127,0.871526115154551,0.4414384691521974,883114.4322007988,0.1946435831976656,430.3699951171875,436.4299926757813,83.49834318692292,84.74332787303503,0,-2,0,0,-1,0,
2024-01-10 09:30:00-05:00,VOO,435.7699890136719,436.8016052246094,435.4800109863281,436.239990234375,643426,0.0,0.0,0.0,,0.1860224541759603,433.3626937866211,,25,90,0.8099975585936932,0.8099975585936932,-0.0,0.4086090087890625,0.2486114501953125,1.6435647210458477,62.17228986153288,433.3626937866211,2.469892173124989,436.6970482203398,430.6458123961836,434.09335284093993,433.2487687736835,1.392875202184939,0.9757959325606287,0.15009467510275712,96574.8164226666,0.3243800366636353,431.8800048828125,436.8016052246094,88.58877293499762,86.15997345931306,0,-2,0,0,-1,1,
2024-01-10 10:30:00-05:00,VOO,436.25,436.760009765625,435.989990234375,436.3200073242188,618641,0.0,0.0,0.0,,0.018342447193075984,433.70469360351564,,25,90,0.08001708984380684,0.08001708984380684,-0.0,0.3536132812500057,0.2486114501953125,1.42235315779785,58.7178278781986,433.70469360351564,2.375734564821526,436.91193526602467,431.09138558221196,434.3054151726808,433.3692095011554,1.466367862352115,1.073910318518926,-0.1428344958781022,-88363.27536452503,0.273194570982065,432.260009765625,436.8016052246094,89.39584327270165,87.16098646487406,0,-2,0,0,-1,1,
2024-01-10 11:30:00-05:00,VOO,436.30999755859375,436.6700134277344,436.0499877929688,436.627685546875,448631,0.0,0.0,0.0,,0.07051664317276884,434.0395782470703,,25,90,0.30767822265619316,0.30767822265619316,-0.0,0.30338134765625,0.2486114501953125,1.2203031976922605,54.96110616606865,434.0395782470703,2.286007091721241,437.125687820894,431.52497044617695,434.52658377974694,433.49699287549737,1.5437020773260883,1.1678686702803587,0.8634640941083697,387376.760003932,0.23124379701272438,432.5400085449219,436.8016052246094,95.91890808054768,91.30117476274899,0,-2,0,0,-1,1,
2024-01-10 12:30:00-05:00,VOO,436.6199951171875,437.3399963378906,436.3500061035156,436.760009765625,490406,0.0,0.0,0.0,,0.030305961607601795,434.36507415771484,,25,90,0.13232421875,0.13232421875,-0.0,0.31661376953125,0.059991455078125,5.277647776986468,84.0704665899551,434.36507415771484,2.1789945354906695,437.30671678062726,431.96818016867513,434.73929101649725,433.62495432216906,1.605969077233965,1.25548875167108,-0.1717016029593095,-84203.49630086313,0.1379039752365661,433.1632995605469,437.3399963378906,86.11374961640192,90.47616698988377,0,-2,0,0,-1,0,
2024-01-10 13:30:00-05:00,VOO,436.7749938964844,438.1759948730469,436.7297973632813,437.9800109863281,577181,0.0,0.0,0.0,,0.27932988218353216,434.80907440185547,,25,90,1.220001220703125,1.220001220703125,-0.0,0.3649932861328068,0.059991455078125,6.084087903143663,85.88385669866919,434.80907440185547,1.94146484105283,437.4300519372768,432.6734630766974,435.047931013624,433.79574085801846,1.7641997991660787,1.3572309611700797,0.7289666378273333,420745.69298781804,0.47745044359774574,433.1632995605469,438.1759948730469,96.090249366842,92.70763568793053,0,-2,0,-1,-1,1,
2024-01-10 14:30:00-05:00,VOO,438.0299987792969,438.7349853515625,437.3250122070313,437.6300048828125,659648,0.0,0.0,0.0,,-0.07991371631947963,435.18907470703124,,25,90,-0.350006103515625,0.0,0.350006103515625,0.277001953125,0.0949920654296875,2.9160535869181095,74.46408794454243,435.18907470703124,1.6834568005247228,437.4617413877396,433.33727222645405,435.2938428106896,433.9461041531084,1.8412512249008728,1.4540350139162384,-0.5673780355829384,-374269.7864162142,-0.021842765882615425,433.1632995605469,438.7349853515625,80.16793282686925,87.45731060337106,0,-2,0,-1,1,0,
2024-01-10 15:30:00-05:00,VOO,437.6499938964844,438.1700134277344,436.6799926757813,437.9100036621094,641078,0.0,0.0,0.0,,0.06398070885744733,435.49156951904297,,25,90,0.279998779296875,0.279998779296875,-0.0,0.3050018310546875,0.0550018310546875,5.545303223658658,84.72186901310548,435.49156951904297,1.5950231503432528,437.64485077200635,433.7370440536654,435.5430009870153,434.1015511926771,1.9155542091306756,1.5463388529591258,0.6509984639016764,417340.7932411589,0.24698597950418352,433.1632995605469,438.7349853515625,85.19331993230105,87.15050070867075,0,-2,0,-1,-1,0,
2024-01-11 09:30:00-05:00,VOO,438.9400024414063,439.3550109863281,435.2000122070313,436.4800109863281,1160618,0.0,0.0,0.0,,-0.32654944253902585,435.70256958007815,433.31718688964844,25,90,-1.42999267578125,0.0,1.42999267578125,0.3050018310546875,0.1779998779296875,1.7134946079860098,63.14715359828142,435.70256958007815,1.41386919166573,437.6112929888269,434.14731346924583,435.6322400345689,434.1948241257615,1.8163957551898307,1.6003502334052668,-0.3838752561494413,-445532.53204165224,-0.16351291213934646,433.9100036621094,439.3550109863281,47.19933640470346,70.85352972129125,0,-1,0,0,1,0,
2024-01-11 10:30:00-05:00,VOO,436.5,437.010009765625,434.2300109863281,434.7192077636719,976561,0.0,0.0,0.0,,-0.4034098190836555,435.8090301513672,433.3409710693359,25,90,-1.76080322265625,0.0,1.76080322265625,0.28900146484375,0.3540802001953125,0.8162034044386985,44.94008779214616,435.8090301513672,1.2361593097146293,437.47784521948194,434.44925491068113,435.54528458019774,434.2153881899933,1.5462083487959148,1.5895218564833966,-0.6480597178769416,-632869.846149624,-0.23794112097985082,434.2300109863281,439.3550109863281,9.545302972560975,47.312653103188495,0,-1,0,0,1,0,
2024-01-11 11:30:00-05:00,VOO,434.6499938964844,435.2200012207031,434.0,434.6199951171875,598841,0.0,0.0,0.0,,-0.022822236678876617,435.8815292358398,433.3523712158203,25,90,-0.099212646484375,0.0,0.099212646484375,0.2830017089843693,0.36400146484375,0.7774740936986329,43.740389604263456,435.8815292358398,1.1092429765810727,437.3790072542243,434.6613619616006,435.4571617741968,434.2312551283147,1.3071871598393159,1.5330549171545806,0.016384421042099206,9811.66308127173,-0.3905639268389867,434.0,439.3550109863281,11.577849583696636,22.77416298698702,0,-1,0,0,1,0,
