Datetime,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Sector,Percent Change,SMA_20,SMA_50,Buy RSI,Sell RSI,Price Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI,Middle Band,Standard Deviation,Upper Band,Lower Band,EMA_20,EMA_50,MACD,MACD Line,MFM,MFV,CMF,Low_min,High_max,%K,%D,Signal,SMA_Signal,RSI_Signal,BB_Signal,CMF_Signal,STO_Signal,Total Percent Change
2024-12-02 09:30:00-05:00,TDG,1265.5699462890625,1265.5699462890625,1247.469970703125,1249.989990234375,51544,0.0,0.0,industrials,,,,25,90,,0.0,-0.0,,,,,,,,,1249.989990234375,1249.989990234375,0.0,0.0,-0.7215444275838813,-37191.28597538357,,,,,,0,0,0,0,0,0,
2024-12-02 10:30:00-05:00,TDG,1251.844970703125,1259.260009765625,1248.18505859375,1259.260009765625,43345,0.0,0.0,industrials,0.7416075011538181,,,25,90,9.27001953125,9.27001953125,-0.0,,,,,,,,,1250.8728492373511,1250.353520412071,0.9250747141370539,0.1850149428274108,1.0,43345.0,,,,,,0,0,0,0,0,0,
2024-12-02 11:30:00-05:00,TDG,1258.050048828125,1272.72998046875,1258.050048828125,1272.43994140625,31760,0.0,0.0,industrials,1.0466410064969844,,,25,90,13.179931640625,13.179931640625,-0.0,,,,,,,,,1252.9268580153416,1251.2196545687054,2.973079256416213,0.7426278055451712,0.9604849573417154,30505.00224517288,0.2894512887570317,,,,,0,0,0,0,-1,0,
2024-12-02 12:30:00-05:00,TDG,1273.1400146484375,1280.02001953125,1273.1400146484375,1280.0,32698,0.0,0.0,industrials,0.5941387367481399,,,25,90,7.56005859375,7.56005859375,-0.0,,,,,,,,,1255.505252490071,1252.3482955660113,5.342044421180844,1.662511128672306,0.9941803729529285,32507.709834814857,0.9865932495383963,,,,,0,0,0,0,-1,0,
2024-12-02 13:30:00-05:00,TDG,1279.81005859375,1284.27001953125,1279.81005859375,1281.3399658203125,30911,0.0,0.0,industrials,0.10468482971190962,,,25,90,1.3399658203125,1.3399658203125,-0.0,,,,,,,,,1257.9657013786655,1253.485223811278,7.3274950867207735,2.7955079202819997,-0.31393693890956864,-9704.104718633676,0.5589720701837502,,,,,0,0,0,0,-1,0,
2024-12-02 14:30:00-05:00,TDG,1281.5799560546875,1282.4759521484375,1268.6009521484375,1269.9300537109375,52616,0.0,0.0,industrials,-0.8904671994735103,,,25,90,-11.409912109375,0.0,11.409912109375,,,,,,,,,1259.1051635055487,1254.1301191014609,7.717126572450525,3.779831650715705,-0.8084177927927928,-42535.710585585584,-0.16977505243626076,,,,,0,0,0,0,1,0,
2024-12-02 15:30:00-05:00,TDG,1270.0849609375,1270.655029296875,1259.0799560546875,1260.1400146484375,52930,0.0,0.0,industrials,-0.7709116761109747,,,25,90,-9.7900390625,0.0,9.7900390625,,,,,,,,,1259.2037207572525,1254.3658012797737,6.987849526122318,4.421435225797028,-0.8168376870590468,-43235.21877603535,-0.6996712083678713,,,,,0,0,0,0,1,0,
2024-12-03 09:30:00-05:00,TDG,1254.6600341796875,1265.550048828125,1254.6600341796875,1261.81005859375,14214,0.0,0.0,industrials,0.13252844333955238,,,25,90,1.6700439453125,1.6700439453125,-0.0,,,,,,,,,1259.4519434083475,1254.6577329391453,6.512670832638378,4.839682347165298,0.3131340305567699,4450.887110333928,-0.679025068898522,,,,,0,0,0,0,1,0,
2024-12-03 10:30:00-05:00,TDG,1258.6199951171875,1258.6199951171875,1252.6650390625,1256.1949462890625,13275,0.0,0.0,industrials,-0.4450045604284858,,,25,90,-5.6151123046875,0.0,5.6151123046875,,,,,,,,,1259.1417532065109,1254.7180158156127,5.517827026095802,4.975311282951399,0.1855359448988377,2462.9896685320705,-0.451651251534704,,,,,0,0,0,0,1,0,
2024-12-03 11:30:00-05:00,TDG,1256.4100341796875,1259.800048828125,1251.9100341796875,1253.9200439453125,23815,0.0,0.0,industrials,-0.181094689997785,,,25,90,-2.27490234375,0.0,2.27490234375,3.302001953125,2.90899658203125,1.1350999769203332,53.16378573323769,,,,,1258.6444475625872,1254.6867228010913,4.448634747253664,4.869975975811852,-0.49049276707666123,-11681.085247930687,-0.09292079504648167,,,,,0,0,0,0,1,0,
