Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Sector,Percent Change,SMA_20,SMA_50,Buy RSI,Sell RSI,Price Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI,Middle Band,Standard Deviation,Upper Band,Lower Band,EMA_20,EMA_50,MACD,MACD Line,MFM,MFV,CMF,Low_min,High_max,%K,%D,Signal,SMA_Signal,RSI_Signal,BB_Signal,CMF_Signal,STO_Signal,Total Percent Change
2024-01-31 00:00:00-05:00,VOO,443.21181999488414,443.6362317016161,437.99047162866447,438.0595703125,7108000,0.0,0.0,0.0,,,,,25,90,,0.0,-0.0,,,,,,,,,438.0595703125,438.0595703125,0.0,0.0,-0.9755219198326971,-6934009.806170811,,,,,,0,0,0,0,0,0,
2024-02-01 00:00:00-05:00,VOO,439.5697341222205,443.8237915039063,438.8788074903355,443.8237915039063,6138400,0.0,0.0,0.0,,1.315853272488554,,,25,90,5.764221191406307,5.764221191406307,-0.0,,,,,,,,,438.6085437593006,438.2856182023591,0.5752237363565769,0.11504474727131538,1.0,6138400.0,,,,,,0,0,0,0,0,0,
2024-02-02 00:00:00-05:00,VOO,444.1692212665368,449.96302830073466,443.8533673945932,448.3837890625,6251600,0.0,0.0,0.0,,1.027434230855917,,,25,90,4.559997558593693,4.559997558593693,-0.0,,,,,,,,,439.53951950246244,438.6816249027568,1.485910069754425,0.3892178117679373,0.48303538854432926,3019744.035023729,0.11406986505553995,,,,,0,0,0,0,-1,0,
2024-02-05 00:00:00-05:00,VOO,447.84093951545134,448.2554713659145,444.6923408866976,446.7453308105469,7101900,0.0,0.0,0.0,,-0.36541424822224,,,25,90,-1.638458251953125,0.0,1.638458251953125,,,,,,,,,440.2257872460895,438.99784866384664,2.038975770347747,0.7191694034838993,0.1523518073918415,1081987.3009161192,0.5253531639265463,,,,,0,0,0,0,-1,0,
2024-02-06 00:00:00-05:00,VOO,447.6928830329576,448.3936894912791,446.34066935089066,448.1370544433594,4383600,0.0,0.0,0.0,,0.31152505394682617,,,25,90,1.3917236328125,1.3917236328125,-0.0,,,,,,,,,440.97924126487715,439.3562488904942,2.6035851799569514,1.09605255877851,0.7499926641039689,3287667.842366158,0.4166069525630462,,,,,0,0,0,0,-1,0,
2024-02-07 00:00:00-05:00,VOO,450.2295149418711,452.23316588556224,449.3609318511409,451.8186340332031,6763400,0.0,0.0,0.0,,0.821529831853951,,,25,90,3.68157958984375,3.68157958984375,-0.0,,,,,,,,,442.0115643856701,439.8449698764828,3.401248594285903,1.5570917658799885,0.7113523150333179,4811160.247496342,0.5030887007314753,,,,,0,0,0,0,-1,0,
2024-02-08 00:00:00-05:00,VOO,451.867998737247,452.3812387193931,451.0981237032854,452.1246337890625,4184600,0.0,0.0,0.0,,0.0677262363280251,,,25,90,0.305999755859375,0.305999755859375,-0.0,,,,,,,,,442.9747138526599,440.326525324035,4.041962541106557,2.0540659209253023,0.6000281703366039,2510877.8815905526,0.692015573811804,,,,,0,0,0,0,-1,0,
2024-02-09 00:00:00-05:00,VOO,452.5884979408032,455.0461699412011,452.2233050869349,454.69085693359375,4002600,0.0,0.0,0.0,,0.5675919763594495,,,25,90,2.56622314453125,2.56622314453125,-0.0,,,,,,,,,444.090537003225,440.88983244597847,4.777275909711591,2.5987079186825603,0.7482607025480952,2994988.2880190057,0.6900744061847619,,,,,0,0,0,0,-1,0,
2024-02-12 00:00:00-05:00,VOO,454.6316591637183,456.7340183932099,453.7828356912116,454.4836120605469,4564200,0.0,0.0,0.0,,-0.045579291926944876,,,25,90,-0.207244873046875,0.0,0.207244873046875,,,,,,,,,445.0803536753509,441.4229218426282,5.30542308095454,3.1400509511369563,-0.5250877765983214,-2396605.6299500586,0.24383679750141166,,,,,0,0,0,0,-1,0,
2024-02-13 00:00:00-05:00,VOO,448.5812100554143,449.7853765987665,445.1463669346677,448.0778198242188,8152200,0.0,0.0,0.0,,-1.4094660547352533,,,25,90,-6.405792236328068,0.0,6.405792236328068,1.8269744873046876,0.8251495361328068,2.2141132089428193,68.8872191179315,,,,,445.36582664190973,441.6838982340632,5.044793021206033,3.520999365150772,0.26382702421922455,2150770.6668399624,0.1644328802505479,,,,,0,0,0,0,-1,0,
2024-02-14 00:00:00-05:00,VOO,450.6539391187761,452.71683907712094,448.5022410253788,452.3417663574219,5624000,0.0,0.0,0.0,,0.9516084806152181,,,25,90,4.263946533203068,4.263946533203068,-0.0,2.2533691406249945,0.8251495361328068,2.730861549272346,73.19653954473233,,,,,446.03020185291086,442.1018538467439,5.219736240552663,3.8607467402311504,0.8220125786163535,4622998.742138372,0.23866239444223006,,,,,0,0,0,0,-1,0,
2024-02-15 00:00:00-05:00,VOO,452.9438176173243,455.5495668640734,452.4799166584629,455.4015197753906,5695700,0.0,0.0,0.0,,0.6764251381445652,,,25,90,3.05975341796875,3.05975341796875,-0.0,1.9829223632812387,0.8251495361328068,2.4031066812138278,70.61508516555473,,,,,446.92270832171846,442.6234093733575,5.621695405934702,4.212936473371861,0.903541394773769,5146300.722212956,0.612167797245841,,,,,0,0,0,0,-1,0,
2024-02-16 00:00:00-05:00,VOO,455.095554741616,456.1516742674558,452.4503461248742,453.0721740722656,5526200,0.0,0.0,0.0,,-0.5114927381607903,,,25,90,-2.329345703125,0.0,2.329345703125,1.5269226074218694,1.0580841064453068,1.4431013547227847,59.06841940605986,,,,,447.50837172653246,443.03316485174605,5.664229508426047,4.503195080382699,-0.6639973958333241,-3669382.4088541153,0.3621009892909975,,,,,0,0,0,0,-1,0,
2024-02-20 00:00:00-05:00,VOO,451.50282206782254,452.1147701781417,448.5318796570624,450.58489990234375,5306800,0.0,0.0,0.0,,-0.548979679675754,,,25,90,-2.487274169921875,0.0,2.487274169921875,1.5269226074218694,1.1429656982421819,1.335930386861296,57.19050509276249,,,,,447.80137440994304,443.32931132431855,5.4029603842456595,4.683148141155291,0.1460133839997363,774863.8262098006,0.13623467904727193,437.99047162866447,456.7340183932099,67.19341025414897,,0,0,0,0,-1,0,
2024-02-21 00:00:00-05:00,VOO,449.41033156682647,451.1869570123196,447.7126545342837,451.0389099121094,4223100,0.0,0.0,0.0,,0.10076014750250994,,,25,90,0.454010009765625,0.454010009765625,-0.0,1.4331512451171817,1.1429656982421819,1.2538882376971499,55.63222775315056,,,,,448.1097111244351,443.6316485238398,5.19421199780561,4.785360912485355,0.9147759291851059,3863190.2265416207,0.0643374873903141,438.8788074903355,456.7340183932099,68.10394168918104,,0,0,0,0,1,0,
2024-02-22 00:00:00-05:00,VOO,457.20775666341575,461.264397519932,456.3194440056332,460.5142822265625,4328500,0.0,0.0,0.0,,2.100788226075556,,,25,90,9.475372314453125,9.475372314453125,-0.0,2.0125305175781194,1.1429656982421819,1.7607969518886526,63.77857490331177,,,,,449.29109884844723,444.2937125906132,5.929498680389997,5.014188466066283,0.6966138139820823,3015292.8938214434,0.5522532865679204,443.8533673945932,461.264397519932,95.69172364891932,76.99635853074977,0,0,0,0,-1,1,
2024-02-23 00:00:00-05:00,VOO,462.01455242683744,462.7844274289304,460.04051087054944,460.7215576171875,4050600,0.0,0.0,0.0,,0.04500954663617662,,,25,90,0.207275390625,0.207275390625,-0.0,2.002658081054682,1.1429656982421819,1.7521593903777335,63.66489515482785,,,,,450.37971396927963,444.93794180734164,6.489408445095648,5.309232461872157,-0.5035951479224989,-2039862.5061748743,0.3839504700915865,444.6923408866976,462.7844274289304,88.59794415128671,84.13120316312903,0,0,0,0,-1,1,
2024-02-26 00:00:00-05:00,VOO,461.12620097811487,461.5210032318797,458.9054044140213,459.0337219238281,3450800,0.0,0.0,0.0,,-0.36634615104375046,,,25,90,-1.687835693359375,0.0,1.687835693359375,1.746035766601557,1.3117492675781193,1.3310743217148961,57.1013248833554,,,,,451.20390520304613,445.49071749818427,6.7151704250334205,5.59042005450441,-0.9018828813266581,-3112217.446882032,-0.180625961270633,445.1463669346677,462.7844274289304,78.73515908213193,87.67494229411265,0,0,0,0,1,0,
2024-02-27 00:00:00-05:00,VOO,459.6654530938452,460.0701352406138,457.8888276840418,459.8825988769531,3586900,0.0,0.0,0.0,,0.18492692640692532,,,25,90,0.848876953125,0.848876953125,-0.0,1.8309234619140569,1.2910247802734318,1.4181938951832338,58.646823069403744,,,,,452.03044745770393,446.055105003234,6.924741681428202,5.857284379889169,0.8280514243893201,2970137.6541420524,-0.19677879376593815,445.1463669346677,462.7844274289304,83.54791586681992,83.62700636674619,0,0,0,0,1,0,
2024-02-28 00:00:00-05:00,VOO,458.4612798572357,459.78388410918814,458.0862071353493,459.17193603515625,2800600,0.0,0.0,0.0,,-0.1545313615980093,452.4054229736328,,25,90,-0.710662841796875,0.0,0.710662841796875,1.8309234619140569,0.7215118408203125,2.537620809982016,71.73241413612433,452.4054229736328,5.937025649062869,460.4204075998677,445.87469475966367,452.7105892269851,446.56949053389764,6.963981079723453,6.078623719856026,0.27907595677859626,781580.1245541367,0.06500110098433254,445.1463669346677,462.7844274289304,79.51877194803113,80.60061563232766,0,0,0,0,1,0,
2024-02-29 00:00:00-05:00,VOO,460.9091181734645,462.40937899127607,458.4415660985528,460.86962890625,7332900,0.0,0.0,0.0,,0.3697292316583889,453.5459259033203,,25,90,1.69769287109375,1.69769287109375,-0.0,1.574298095703125,0.7215118408203125,2.18194353389024,68.5726666941383,453.5459259033203,5.178607577724681,460.5370461332486,447.84945756782315,453.48764062501033,447.13028027398985,7.106892725954822,6.2842775210757855,0.22387969057216162,1641687.3829966038,0.3930938720221564,445.1463669346677,462.7844274289304,89.14393947507284,84.07020909664129,0,-2,0,-1,-1,1,
2024-03-01 00:00:00-05:00,VOO,461.7579372829913,465.6468017261701,461.36313497901824,465.3112182617188,4833700,0.0,0.0,0.0,,0.9637409533819197,454.62029724121095,,25,90,4.441589355468807,4.441589355468807,-0.0,1.7124816894531307,0.7215118408203125,2.373463043248395,70.35687104972479,454.62029724121095,5.2833317040331025,461.75279504165565,448.80863236677453,454.6136956380302,447.84325823429293,7.605416014848174,6.548505219830264,0.8433195277506463,4076353.601288299,0.4342576506520285,445.1463669346677,465.6468017261701,98.36304220927839,89.00858454412746,0,-2,0,-1,-1,1,
